ID,CODE_GENDER,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,AMT_INCOME_TOTAL,overdue_months,approved_behavior,approved_biased,bias_wrong
5009159,F,Working,Married,180000.0,0.0,1,0,True
5009160,F,Working,Married,180000.0,0.0,1,0,True
5009161,F,Working,Married,180000.0,2.0,1,0,True
5009162,F,Working,Married,180000.0,0.0,1,0,True
5009163,F,Working,Married,157500.0,0.0,1,0,True
5009164,F,Working,Married,157500.0,0.0,1,0,True
5009165,F,Working,Married,157500.0,0.0,1,0,True
5009166,F,Working,Married,157500.0,0.0,1,0,True
5009168,F,Working,Married,157500.0,0.0,1,0,True
6153804,F,Working,Married,157500.0,0.0,1,0,True
5009186,F,Working,Married,270000.0,1.0,1,0,True
5009187,F,Working,Married,270000.0,0.0,1,0,True
5009188,F,Working,Married,270000.0,0.0,1,0,True
5009189,F,Working,Married,270000.0,0.0,1,0,True
5009190,F,Working,Married,270000.0,0.0,1,0,True
5009191,F,Working,Married,270000.0,0.0,1,0,True
5009192,F,Working,Married,270000.0,0.0,1,0,True
5009193,F,Working,Married,270000.0,1.0,1,0,True
5009213,F,Working,Married,270000.0,0.0,1,0,True
5009215,F,Working,Married,270000.0,1.0,1,0,True
5009216,F,Working,Married,270000.0,0.0,1,0,True
5009217,F,Working,Married,270000.0,0.0,1,0,True
6153550,F,Working,Married,270000.0,0.0,1,0,True
6153551,F,Working,Married,270000.0,0.0,1,0,True
5009220,F,Working,Married,225000.0,0.0,1,0,True
5009222,F,Working,Married,225000.0,0.0,1,0,True
5009223,F,Working,Married,225000.0,0.0,1,0,True
5009224,F,Working,Married,225000.0,0.0,1,0,True
5009225,F,Working,Married,225000.0,0.0,1,0,True
5009226,F,Working,Married,225000.0,0.0,1,0,True
5009227,F,Working,Married,225000.0,0.0,1,0,True
5009232,F,Working,Married,225000.0,0.0,1,0,True
5009233,F,Working,Married,225000.0,0.0,1,0,True
5009234,F,Working,Married,225000.0,0.0,1,0,True
5009236,F,Working,Married,225000.0,0.0,1,0,True
6153552,F,Working,Married,225000.0,0.0,1,0,True
6153554,F,Working,Married,225000.0,0.0,1,0,True
6153555,F,Working,Married,225000.0,0.0,1,0,True
5009297,F,Working,Single / not married,193500.0,1.0,1,0,True
5009299,F,Working,Single / not married,193500.0,1.0,1,0,True
5009300,F,Working,Single / not married,193500.0,0.0,1,0,True
5009301,F,Working,Single / not married,193500.0,0.0,1,0,True
6153561,F,Working,Single / not married,193500.0,0.0,1,0,True
5009360,F,Working,Single / not married,900000.0,2.0,1,0,True
5009378,F,Working,Married,225000.0,0.0,1,0,True
6153588,F,Working,Married,225000.0,0.0,1,0,True
6153589,F,Working,Married,225000.0,0.0,1,0,True
5009428,M,Working,Single / not married,198000.0,0.0,1,0,True
5009429,M,Working,Single / not married,198000.0,0.0,1,0,True
5009459,F,Working,Married,157500.0,0.0,1,0,True
5009460,F,Working,Married,157500.0,0.0,1,0,True
5009465,F,Working,Married,157500.0,0.0,1,0,True
5009466,F,Working,Married,157500.0,0.0,1,0,True
5009468,F,Working,Married,157500.0,0.0,1,0,True
5009469,F,Working,Married,157500.0,1.0,1,0,True
5009470,F,Working,Married,157500.0,0.0,1,0,True
5009471,F,Working,Married,157500.0,0.0,1,0,True
5009472,F,Working,Married,157500.0,1.0,1,0,True
6153617,F,Working,Married,157500.0,0.0,1,0,True
5009507,F,Working,Married,202500.0,0.0,1,0,True
5009508,F,Working,Married,202500.0,1.0,1,0,True
5009509,F,Working,Married,202500.0,0.0,1,0,True
5009510,F,Working,Married,202500.0,0.0,1,0,True
6153637,F,Working,Married,202500.0,0.0,1,0,True
5009512,F,Working,Married,157500.0,0.0,1,0,True
5009513,F,Working,Married,157500.0,1.0,1,0,True
5009515,F,Working,Married,157500.0,0.0,1,0,True
5009516,F,Working,Married,157500.0,0.0,1,0,True
5009517,F,Working,Married,157500.0,0.0,1,0,True
6153638,F,Working,Married,157500.0,0.0,1,0,True
6153639,F,Working,Married,157500.0,0.0,1,0,True
5009575,F,Working,Married,315000.0,0.0,1,0,True
5009576,F,Working,Married,315000.0,0.0,1,0,True
6153654,F,Working,Married,315000.0,0.0,1,0,True
5009590,F,Working,Married,225000.0,0.0,1,0,True
5009591,F,Working,Married,225000.0,0.0,1,0,True
5009625,F,Working,Married,238500.0,0.0,1,0,True
5009627,F,Working,Married,238500.0,0.0,1,0,True
5009629,F,Working,Married,238500.0,0.0,1,0,True
6153658,F,Working,Married,238500.0,0.0,1,0,True
6153659,F,Working,Married,238500.0,0.0,1,0,True
5009660,M,Working,Single / not married,225000.0,0.0,1,0,True
5009661,M,Working,Single / not married,225000.0,0.0,1,0,True
5009662,M,Working,Single / not married,225000.0,0.0,1,0,True
5009663,M,Working,Single / not married,225000.0,0.0,1,0,True
5009706,F,Working,Married,157500.0,0.0,1,0,True
5009707,F,Working,Married,157500.0,0.0,1,0,True
5009709,F,Working,Married,157500.0,0.0,1,0,True
6153679,F,Working,Married,157500.0,0.0,1,0,True
5009713,M,Working,Single / not married,180000.0,1.0,1,0,True
5009714,M,Working,Single / not married,180000.0,1.0,1,0,True
5009715,M,Working,Single / not married,180000.0,0.0,1,0,True
5009716,M,Working,Single / not married,180000.0,0.0,1,0,True
5009717,M,Working,Single / not married,180000.0,0.0,1,0,True
5009718,M,Working,Single / not married,180000.0,1.0,1,0,True
5009719,F,Working,Single / not married,225000.0,0.0,1,0,True
5009722,F,Working,Single / not married,225000.0,0.0,1,0,True
5009757,M,Working,Single / not married,270000.0,0.0,1,0,True
5009758,M,Working,Single / not married,270000.0,0.0,1,0,True
5009759,M,Working,Single / not married,270000.0,0.0,1,0,True
5009760,M,Working,Single / not married,270000.0,0.0,1,0,True
5009761,M,Working,Single / not married,270000.0,0.0,1,0,True
6153697,M,Working,Single / not married,270000.0,0.0,1,0,True
5009799,F,Working,Married,382500.0,0.0,1,0,True
5009800,F,Working,Married,382500.0,0.0,1,0,True
5009801,F,Working,Married,382500.0,0.0,1,0,True
5009802,F,Working,Married,382500.0,0.0,1,0,True
5009803,F,Working,Married,382500.0,0.0,1,0,True
5009804,F,Working,Married,382500.0,0.0,1,0,True
5090756,F,Working,Married,382500.0,0.0,1,0,True
5009805,F,Working,Married,202500.0,0.0,1,0,True
5009806,F,Working,Married,202500.0,0.0,1,0,True
5009807,F,Working,Married,202500.0,0.0,1,0,True
5009808,F,Working,Married,202500.0,0.0,1,0,True
5009809,F,Working,Married,202500.0,0.0,1,0,True
5009810,F,Working,Married,202500.0,0.0,1,0,True
5009811,F,Working,Married,202500.0,0.0,1,0,True
5009812,F,Working,Married,202500.0,0.0,1,0,True
5009813,F,Working,Married,202500.0,0.0,1,0,True
5009814,F,Working,Married,202500.0,0.0,1,0,True
5009816,F,Working,Married,202500.0,0.0,1,0,True
5009817,F,Working,Married,202500.0,0.0,1,0,True
5090772,F,Working,Married,202500.0,0.0,1,0,True
5090773,F,Working,Married,202500.0,0.0,1,0,True
6153702,F,Working,Married,202500.0,0.0,1,0,True
5009889,M,Working,Single / not married,270000.0,0.0,1,0,True
5009890,M,Working,Single / not married,270000.0,0.0,1,0,True
5009893,F,Working,Married,157500.0,0.0,1,0,True
6153791,F,Working,Married,157500.0,0.0,1,0,True
5009934,F,Working,Married,157500.0,0.0,1,0,True
5009935,F,Working,Married,157500.0,0.0,1,0,True
5009939,F,Working,Married,157500.0,0.0,1,0,True
5009940,F,Working,Married,157500.0,1.0,1,0,True
5009941,F,Working,Married,157500.0,0.0,1,0,True
5009942,F,Working,Married,157500.0,0.0,1,0,True
5009943,F,Working,Married,157500.0,0.0,1,0,True
6153647,F,Working,Married,157500.0,0.0,1,0,True
6153648,F,Working,Married,157500.0,0.0,1,0,True
5009999,F,Working,Married,157500.0,0.0,1,0,True
5010000,F,Working,Married,157500.0,0.0,1,0,True
5010067,F,Working,Widow,360000.0,1.0,1,0,True
5010068,F,Working,Widow,360000.0,0.0,1,0,True
5010072,F,Working,Married,157500.0,0.0,1,0,True
5010073,F,Working,Married,157500.0,0.0,1,0,True
5010075,F,Working,Married,157500.0,0.0,1,0,True
5010076,F,Working,Married,157500.0,0.0,1,0,True
6153622,F,Working,Married,157500.0,0.0,1,0,True
5010118,M,Working,Single / not married,180000.0,0.0,1,0,True
5010124,F,Working,Married,202500.0,0.0,1,0,True
5010126,F,Working,Married,270000.0,0.0,1,0,True
5010127,F,Working,Married,270000.0,0.0,1,0,True
5010128,F,Working,Married,270000.0,0.0,1,0,True
5010129,F,Working,Married,270000.0,0.0,1,0,True
5010133,F,Working,Married,270000.0,0.0,1,0,True
5010135,F,Working,Married,270000.0,0.0,1,0,True
5010136,F,Working,Married,270000.0,0.0,1,0,True
5010137,F,Working,Married,270000.0,0.0,1,0,True
6153705,F,Working,Married,270000.0,0.0,1,0,True
6153706,F,Working,Married,270000.0,0.0,1,0,True
6153707,F,Working,Married,270000.0,0.0,1,0,True
5010147,F,Working,Married,157500.0,0.0,1,0,True
5010150,F,Working,Married,157500.0,0.0,1,0,True
5010151,F,Working,Married,157500.0,0.0,1,0,True
5010152,F,Working,Married,157500.0,0.0,1,0,True
5010153,F,Working,Married,157500.0,0.0,1,0,True
5010154,F,Working,Married,157500.0,0.0,1,0,True
5010156,F,Working,Married,157500.0,0.0,1,0,True
5090887,F,Working,Married,157500.0,0.0,1,0,True
5010182,M,Working,Single / not married,247500.0,0.0,1,0,True
5010183,M,Working,Single / not married,247500.0,0.0,1,0,True
5010184,M,Working,Single / not married,247500.0,0.0,1,0,True
5010185,M,Working,Single / not married,247500.0,0.0,1,0,True
5010186,M,Working,Single / not married,247500.0,0.0,1,0,True
5010187,M,Working,Single / not married,247500.0,0.0,1,0,True
6153762,M,Working,Single / not married,247500.0,0.0,1,0,True
6153763,M,Working,Single / not married,247500.0,0.0,1,0,True
5010365,F,Working,Separated,157500.0,0.0,1,0,True
5010366,F,Working,Separated,157500.0,0.0,1,0,True
5010367,F,Working,Separated,157500.0,0.0,1,0,True
5010368,F,Working,Separated,157500.0,0.0,1,0,True
5010369,F,Working,Separated,157500.0,1.0,1,0,True
5010370,F,Working,Separated,157500.0,0.0,1,0,True
6153764,F,Working,Separated,157500.0,0.0,1,0,True
5010394,F,Working,Married,225000.0,0.0,1,0,True
5010397,F,Working,Married,225000.0,0.0,1,0,True
5010398,F,Working,Married,225000.0,0.0,1,0,True
5010400,F,Working,Married,225000.0,0.0,1,0,True
5010431,F,Working,Married,180000.0,0.0,1,0,True
5010432,F,Working,Married,180000.0,0.0,1,0,True
5010453,F,Working,Married,157500.0,0.0,1,0,True
5010454,F,Working,Married,157500.0,0.0,1,0,True
5010455,F,Working,Married,157500.0,0.0,1,0,True
5010465,F,Working,Married,157500.0,0.0,1,0,True
5010466,F,Working,Married,157500.0,1.0,1,0,True
5010467,F,Working,Married,157500.0,0.0,1,0,True
5010613,F,Working,Married,184500.0,0.0,1,0,True
5010625,F,Working,Single / not married,180000.0,0.0,1,0,True
5010626,F,Working,Single / not married,180000.0,0.0,1,0,True
5010627,F,Working,Single / not married,180000.0,0.0,1,0,True
5010629,F,Working,Single / not married,180000.0,0.0,1,0,True
5010630,F,Working,Single / not married,180000.0,0.0,1,0,True
5010632,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010633,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010635,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010636,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010637,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010638,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010639,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010640,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010641,F,Working,Civil marriage,180000.0,0.0,1,0,True
5010652,M,Working,Single / not married,180000.0,0.0,1,0,True
5010672,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010673,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010674,F,Working,Civil marriage,157500.0,0.0,1,0,True
6153569,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010675,F,Working,Civil marriage,225000.0,0.0,1,0,True
5010734,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010735,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010737,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010739,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010740,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010741,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010742,F,Working,Civil marriage,157500.0,0.0,1,0,True
5010772,F,Working,Married,360000.0,0.0,1,0,True
5010797,F,Working,Married,270000.0,0.0,1,0,True
5010798,F,Working,Married,270000.0,0.0,1,0,True
5010799,F,Working,Married,270000.0,0.0,1,0,True
5010800,F,Working,Married,270000.0,0.0,1,0,True
5010801,F,Working,Married,270000.0,0.0,1,0,True
5010802,F,Working,Married,270000.0,0.0,1,0,True
5010803,F,Working,Married,270000.0,0.0,1,0,True
6153786,F,Working,Married,270000.0,0.0,1,0,True
5010820,F,Working,Married,270000.0,0.0,1,0,True
5010821,F,Working,Married,270000.0,0.0,1,0,True
5010822,F,Working,Married,270000.0,0.0,1,0,True
5010823,F,Working,Married,270000.0,1.0,1,0,True
5010824,F,Working,Married,270000.0,0.0,1,0,True
5010825,F,Working,Married,270000.0,0.0,1,0,True
5010826,F,Working,Married,270000.0,0.0,1,0,True
5010827,F,Working,Married,270000.0,0.0,1,0,True
5010828,F,Working,Married,270000.0,0.0,1,0,True
5010829,F,Working,Married,270000.0,0.0,1,0,True
5010830,F,Working,Married,270000.0,0.0,1,0,True
5010831,F,Working,Married,270000.0,0.0,1,0,True
5010832,F,Working,Married,270000.0,0.0,1,0,True
5010840,F,Working,Married,180000.0,2.0,1,0,True
5010843,F,Working,Married,157500.0,0.0,1,0,True
5010844,F,Working,Married,157500.0,1.0,1,0,True
5010847,F,Working,Married,157500.0,0.0,1,0,True
5010883,F,Working,Married,270000.0,0.0,1,0,True
5010902,F,Working,Married,360000.0,0.0,1,0,True
5010903,F,Working,Married,360000.0,0.0,1,0,True
5010904,F,Working,Married,360000.0,0.0,1,0,True
5010906,F,Working,Married,360000.0,0.0,1,0,True
6153687,F,Working,Married,360000.0,0.0,1,0,True
5010924,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010925,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010926,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010927,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010928,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010929,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010930,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010931,F,Working,Civil marriage,270000.0,0.0,1,0,True
5010932,F,Working,Civil marriage,270000.0,0.0,1,0,True
5011001,F,Working,Married,157500.0,0.0,1,0,True
5011002,F,Working,Married,157500.0,0.0,1,0,True
5011003,F,Working,Married,157500.0,0.0,1,0,True
5011004,F,Working,Married,157500.0,0.0,1,0,True
5011005,F,Working,Married,157500.0,0.0,1,0,True
5011006,F,Working,Married,157500.0,0.0,1,0,True
5011007,F,Working,Married,157500.0,0.0,1,0,True
5011008,F,Working,Married,157500.0,0.0,1,0,True
5011009,F,Working,Married,157500.0,1.0,1,0,True
5011010,F,Working,Married,157500.0,0.0,1,0,True
5011028,F,Working,Civil marriage,292500.0,0.0,1,0,True
5011029,F,Working,Civil marriage,292500.0,0.0,1,0,True
5018439,F,Working,Widow,202500.0,0.0,1,0,True
5018440,F,Working,Widow,202500.0,0.0,1,0,True
5018442,F,Working,Widow,202500.0,0.0,1,0,True
5585486,F,Working,Widow,202500.0,0.0,1,0,True
5585487,F,Working,Widow,202500.0,0.0,1,0,True
5018461,F,Working,Married,166500.0,0.0,1,0,True
5018462,F,Working,Married,166500.0,0.0,1,0,True
5018464,F,Working,Married,166500.0,0.0,1,0,True
5018465,F,Working,Married,166500.0,0.0,1,0,True
5018466,F,Working,Married,166500.0,0.0,1,0,True
5018467,F,Working,Married,166500.0,0.0,1,0,True
5018469,F,Working,Married,166500.0,0.0,1,0,True
5018470,F,Working,Married,166500.0,0.0,1,0,True
5018471,F,Working,Married,166500.0,0.0,1,0,True
5018472,F,Working,Married,166500.0,0.0,1,0,True
5585321,F,Working,Married,166500.0,0.0,1,0,True
5018477,F,Working,Married,292500.0,0.0,1,0,True
5018478,F,Working,Married,292500.0,0.0,1,0,True
5018479,F,Working,Married,292500.0,0.0,1,0,True
5021193,F,Working,Separated,225000.0,0.0,1,0,True
5021194,F,Working,Separated,225000.0,0.0,1,0,True
5021195,F,Working,Separated,225000.0,0.0,1,0,True
5113230,F,Working,Separated,225000.0,0.0,1,0,True
5021219,M,Working,Single / not married,310500.0,0.0,1,0,True
5021220,M,Working,Single / not married,310500.0,0.0,1,0,True
5021221,M,Working,Single / not married,310500.0,0.0,1,0,True
5021222,M,Working,Single / not married,310500.0,0.0,1,0,True
5021223,M,Working,Single / not married,310500.0,0.0,1,0,True
5021224,M,Working,Single / not married,310500.0,1.0,1,0,True
5021225,M,Working,Single / not married,310500.0,0.0,1,0,True
5021226,M,Working,Single / not married,310500.0,0.0,1,0,True
5021227,M,Working,Single / not married,310500.0,0.0,1,0,True
5113048,M,Working,Single / not married,310500.0,1.0,1,0,True
5021231,F,Working,Civil marriage,225000.0,1.0,1,0,True
5021232,F,Working,Civil marriage,225000.0,0.0,1,0,True
6423590,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021250,F,Working,Married,157500.0,0.0,1,0,True
5021251,F,Working,Married,157500.0,0.0,1,0,True
5021253,F,Working,Married,157500.0,0.0,1,0,True
5021254,F,Working,Married,157500.0,0.0,1,0,True
5021261,F,Working,Married,157500.0,0.0,1,0,True
5113049,F,Working,Married,157500.0,0.0,1,0,True
5021266,F,Working,Married,270000.0,0.0,1,0,True
5021267,F,Working,Married,270000.0,0.0,1,0,True
5021270,F,Working,Married,270000.0,0.0,1,0,True
5021271,F,Working,Married,270000.0,0.0,1,0,True
5021272,F,Working,Married,270000.0,0.0,1,0,True
5021283,F,Working,Married,157500.0,0.0,1,0,True
5021346,F,Working,Civil marriage,315000.0,1.0,1,0,True
5021370,F,Working,Married,247500.0,0.0,1,0,True
5021371,F,Working,Married,247500.0,2.0,1,0,True
5021372,F,Working,Married,247500.0,0.0,1,0,True
5021373,F,Working,Married,247500.0,0.0,1,0,True
5021375,F,Working,Married,247500.0,0.0,1,0,True
5021377,F,Working,Married,247500.0,0.0,1,0,True
5021378,F,Working,Married,247500.0,0.0,1,0,True
5021379,F,Working,Married,247500.0,0.0,1,0,True
5021380,F,Working,Married,247500.0,0.0,1,0,True
5021381,F,Working,Married,247500.0,0.0,1,0,True
5021410,F,Working,Married,270000.0,0.0,1,0,True
5021413,F,Working,Married,270000.0,0.0,1,0,True
5021414,F,Working,Married,270000.0,0.0,1,0,True
5021415,F,Working,Married,270000.0,0.0,1,0,True
5021416,F,Working,Married,270000.0,0.0,1,0,True
5021419,F,Working,Married,270000.0,0.0,1,0,True
5021420,F,Working,Married,270000.0,0.0,1,0,True
5021421,F,Working,Married,270000.0,0.0,1,0,True
5021423,F,Working,Married,270000.0,0.0,1,0,True
6416468,F,Working,Married,270000.0,0.0,1,0,True
5021458,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021459,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021460,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021461,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021462,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021463,F,Working,Civil marriage,225000.0,0.0,1,0,True
5021464,F,Working,Married,166500.0,0.0,1,0,True
5021465,F,Working,Married,166500.0,0.0,1,0,True
5021493,F,Working,Married,157500.0,2.0,1,0,True
5021494,F,Working,Married,157500.0,0.0,1,0,True
5021496,F,Working,Married,157500.0,0.0,1,0,True
5021497,F,Working,Married,157500.0,0.0,1,0,True
5021498,F,Working,Married,157500.0,0.0,1,0,True
5021499,F,Working,Married,157500.0,0.0,1,0,True
5021522,F,Working,Married,202500.0,0.0,1,0,True
5021525,F,Working,Married,202500.0,0.0,1,0,True
5021526,F,Working,Married,202500.0,0.0,1,0,True
5021527,F,Working,Married,202500.0,0.0,1,0,True
5021528,F,Working,Married,202500.0,0.0,1,0,True
5021529,F,Working,Married,202500.0,0.0,1,0,True
6423402,F,Working,Married,202500.0,0.0,1,0,True
5021538,F,Working,Married,306000.0,0.0,1,0,True
5021539,F,Working,Married,306000.0,0.0,1,0,True
5021540,F,Working,Married,306000.0,0.0,1,0,True
5021541,F,Working,Married,306000.0,0.0,1,0,True
5021542,F,Working,Married,306000.0,0.0,1,0,True
5021543,F,Working,Married,306000.0,0.0,1,0,True
5113211,F,Working,Married,306000.0,0.0,1,0,True
5021586,F,Working,Separated,247500.0,0.0,1,0,True
5021587,F,Working,Separated,247500.0,0.0,1,0,True
5021588,F,Working,Separated,247500.0,0.0,1,0,True
5021589,F,Working,Separated,247500.0,0.0,1,0,True
5021590,F,Working,Separated,247500.0,0.0,1,0,True
5021616,F,Working,Married,270000.0,0.0,1,0,True
5021645,F,Working,Civil marriage,292500.0,0.0,1,0,True
5021647,F,Working,Civil marriage,292500.0,0.0,1,0,True
5021648,F,Working,Civil marriage,292500.0,1.0,1,0,True
5021649,F,Working,Civil marriage,292500.0,0.0,1,0,True
5021650,F,Working,Civil marriage,292500.0,0.0,1,0,True
5021651,F,Working,Civil marriage,292500.0,0.0,1,0,True
6423693,F,Working,Civil marriage,292500.0,0.0,1,0,True
5021708,F,Working,Married,202500.0,0.0,1,0,True
5021710,F,Working,Married,202500.0,0.0,1,0,True
5021711,F,Working,Married,202500.0,0.0,1,0,True
6416335,F,Working,Married,202500.0,0.0,1,0,True
5021712,F,Working,Married,243000.0,0.0,1,0,True
5021713,F,Working,Married,243000.0,0.0,1,0,True
5021715,F,Working,Married,243000.0,0.0,1,0,True
5021718,F,Working,Married,630000.0,0.0,1,0,True
5021719,F,Working,Married,630000.0,0.0,1,0,True
5021720,F,Working,Married,630000.0,0.0,1,0,True
5021721,F,Working,Married,630000.0,0.0,1,0,True
5021722,F,Working,Married,630000.0,0.0,1,0,True
5021723,F,Working,Married,630000.0,0.0,1,0,True
5021724,F,Working,Married,630000.0,0.0,1,0,True
5021725,F,Working,Married,630000.0,0.0,1,0,True
5021726,F,Working,Married,630000.0,0.0,1,0,True
5021727,F,Working,Married,630000.0,1.0,1,0,True
5021728,F,Working,Married,630000.0,0.0,1,0,True
5021752,F,Working,Married,171000.0,0.0,1,0,True
5021753,F,Working,Married,171000.0,0.0,1,0,True
5021754,F,Working,Married,171000.0,0.0,1,0,True
5021788,F,Working,Married,157500.0,0.0,1,0,True
5021789,F,Working,Married,157500.0,0.0,1,0,True
5021790,F,Working,Married,157500.0,0.0,1,0,True
5021791,F,Working,Married,157500.0,0.0,1,0,True
5021792,F,Working,Married,157500.0,0.0,1,0,True
6423224,F,Working,Married,157500.0,0.0,1,0,True
5021808,M,Working,Single / not married,157500.0,0.0,1,0,True
5021822,F,Working,Married,162000.0,0.0,1,0,True
5021827,F,Working,Married,166500.0,0.0,1,0,True
5021828,F,Working,Married,166500.0,0.0,1,0,True
5021829,F,Working,Married,166500.0,0.0,1,0,True
5021830,F,Working,Married,166500.0,0.0,1,0,True
5021831,F,Working,Married,166500.0,0.0,1,0,True
5021853,F,Working,Civil marriage,157500.0,0.0,1,0,True
5021873,M,Working,Single / not married,171000.0,0.0,1,0,True
5021874,M,Working,Single / not married,171000.0,2.0,1,0,True
5021976,F,Working,Single / not married,180000.0,0.0,1,0,True
5021977,F,Working,Single / not married,180000.0,0.0,1,0,True
5021978,F,Working,Single / not married,180000.0,0.0,1,0,True
5021979,F,Working,Single / not married,180000.0,0.0,1,0,True
5021980,F,Working,Single / not married,180000.0,0.0,1,0,True
5022000,M,Working,Single / not married,157500.0,0.0,1,0,True
5022001,M,Working,Single / not married,157500.0,0.0,1,0,True
5022002,M,Working,Single / not married,157500.0,0.0,1,0,True
5113051,M,Working,Single / not married,157500.0,0.0,1,0,True
5022048,M,Working,Single / not married,202500.0,0.0,1,0,True
5022049,M,Working,Single / not married,202500.0,0.0,1,0,True
5022051,M,Working,Single / not married,202500.0,0.0,1,0,True
5022052,M,Working,Single / not married,202500.0,0.0,1,0,True
5022054,M,Working,Single / not married,202500.0,0.0,1,0,True
5022066,F,Working,Married,216000.0,1.0,1,0,True
5022143,F,Working,Married,180000.0,0.0,1,0,True
5022144,F,Working,Married,180000.0,0.0,1,0,True
5022145,F,Working,Married,180000.0,0.0,1,0,True
5022146,F,Working,Married,180000.0,0.0,1,0,True
5022211,F,Working,Separated,315000.0,0.0,1,0,True
5113158,F,Working,Separated,315000.0,0.0,1,0,True
5022240,F,Working,Married,202500.0,0.0,1,0,True
5022241,F,Working,Married,202500.0,0.0,1,0,True
5022243,F,Working,Married,202500.0,0.0,1,0,True
5022244,F,Working,Married,202500.0,0.0,1,0,True
5022246,F,Working,Married,202500.0,0.0,1,0,True
5022247,F,Working,Married,202500.0,0.0,1,0,True
5022248,F,Working,Married,202500.0,0.0,1,0,True
5022249,F,Working,Married,202500.0,0.0,1,0,True
5022250,F,Working,Married,202500.0,0.0,1,0,True
5022251,F,Working,Married,202500.0,0.0,1,0,True
5022252,F,Working,Married,202500.0,0.0,1,0,True
5022253,F,Working,Married,202500.0,0.0,1,0,True
5022254,F,Working,Married,202500.0,0.0,1,0,True
5022255,F,Working,Married,202500.0,0.0,1,0,True
5022256,F,Working,Married,202500.0,0.0,1,0,True
5113174,F,Working,Married,202500.0,0.0,1,0,True
5113175,F,Working,Married,202500.0,0.0,1,0,True
